id,title,brand,category,subcategory,year,num_reviews,price,rating,in_stock,description
B009W7LW4U,"DEMETER Thunderstorm Roll On Perfume Oil, 0.33 Oz, Long-Lasting",DEMETER,Beauty & Personal Care,Fragrance,2024,288,1.35,4.1,true,"Perfume for Women A perfume that captures perfectly the complex sensory moment of a thunderstorm.   No Phthalates or Parabens Thunderstorm roll on perfume is free from synthetic preservatives, and has no dye, phthalate, or paraben.   Long Lasting This roll-on perfume oil is crafted from a long-lasting formula, and when you apply this at the right places, less is more.   Unique Scent This perfume oil captures the fragrance of summer days when it is hot and dry, with a thunderstorm brewing just over the next hill. Previous page Fragrance Thunderstorm Roll-On Perfume Oil A perfume that captures perfectly the complex sensory moment of a thunderstorm. A Scent that Defines You The Elite Experience When you smell something you love, you have to smile, and the world needs more smiles. Less is More Suggested Use This roll-on perfume comes with an easy-rolling ball for a convenient, even application. Next page 1 The Fragrance 2 The Elite Experience 3 Suggested Use Simple, Subtle, Singular Scents, Each Day, Everywhere   All Demeter fragrances are single note fragrances, meaning they are the smallest combination of ingredients that expresses an olfactory idea. Notes are linear, which means they express their olfactory nature immediately and do not change over time. Cast a spell with smell!   Crafted with a long-lasting formula Thunderstorm This perfume oil for women captures the fragrance of summer days when it is hot and dry, with a thunderstorm brewing just over the next hill, you can "
B09Y69LVTS,"Brushed Gold Coat Rack Wall Mount with 6 Double Hooks for Hanging – 17 Inch Heavy Duty SUS304 Stainless Steel Rustic Coat Hooks – Hat, Clothes, Purse, Towel Wall Hooks – 1 Pack",SAYONEYES,Home & Kitchen,Storage & Organization,2021,1166,1.7,4.6,true,"Wide Application:-       In Office In Kitchen In Bathroom Best Choice Forever:-   Simple Installation:-       Clean the surface and keep dry Mark Screws Position Drill holes in the location you marked       Put the screw anchors into the holes Fix screws with screw driver Install screw caps Specifications:- Brand Name SAYONEYES Product Name Coat Rack Wall Mount Style Modern & Stylish Number of Double Hooks 6 Color Gold Material Stainless Steel SUS304 Finish Brushed Installation Method Wall Mounted Package Includes 1x Wall Coat Rack, 2x Anchors, 2x Screws, 2x Screws Covers, 1x User Manual Coat Hooks Wall Mount Coat Rack Wood Coat Hooks Wall Mounted Towel Hooks Toilet Paper Holder with Shelf Towel Ring Add to Cart Add to Cart Add to Cart Add to Cart Add to Cart Add to Cart Customer Reviews 4.5 out of 5 stars 1,028 4.5 out of 5 stars 896 4.4 out of 5 stars 131 4.1 out of 5 stars 1,801 4.4 out of 5 stars 447 4.6 out of 5 stars 274 Price $12.99$12.99 $19.99$19.99 $12.99$12.99 $11.97$11.97 $15.97$15.97 $8.47$8.47 Material Stainless Steel SUS304 Stainless Steel SUS304 Stainless Steel SUS304 Stainless Steel SUS304 Stainless Steel SUS304 Stainless Steel SUS304"
B087WV6FXB,"CIVIVI Dogma Pocket knife for EDC, Satin D2 Blade, G10 Handle, Liner Lock, Ball Bearings Pivot,Flipper Opening Utility Knife with Reversible Deep Carry Pocket Clip C2005C (Blue)",CIVIVI,Tools & Home Improvement,Power & Hand Tools,2020,400,33.43,4.7,true,"About this item ✅【Durable Blade】Durable D2 steel blade can handle hard use tasks as well as providing choil for better gripping control when you may need to cut small or tiny things. ✅【Classic Textured Handle】G10 textured lightweight handle enhances the grip and blade control of this compact folder, fit in the hand comfortably. ✅【Easy One-hand Opening】With ball bearings in the pivot,cool knife is easy to one hand open, solid liner lock secures the blade,work pocket knives for indoor and outdoor. ✅【Knife as Perfect Gift】Well designed everyday carry folder is the kind of special gifts for husband from wife, nice as dad gifts,anniversary or Birthday,whether or not they're into knives. ✅【Civivi Care】Civivi knives and tools provide a lifetime guarantee against defects in material and workmanship, see company site for details."
B07YNNJGNP,"Ambesonne Western Fitted Sheet & Pillow Sham Set, Wild West Themed Cowboy Hat and Old Ranching Rope on Wooden Display Rodeo Cowboy Style, Decorative Printed 2 Piece Bedding Decor Set, Twinxl, Brown",Ambesonne,Home & Kitchen,Bedding,2019,286,29.95,4.3,true,"About this item Your purchase will help victims of recent major earthquakes in Turkey since we donate a percentage of our profits to local NGOs helping with quake relief efforts. Measurements - 1 twinxl size sheet 39"" wide X 80"" long & 1 pillow sham 30"" wide X 20"" long. Made from - Super soft 100% brushed microfiber fabric. Sheet and sham set with modern prints. Features - All-round elastic pocket, fits mattresses up to 16"". Sham has an envelope closure. Machine washable - In cold cycle. Sturdy. Comfortable and decorative for bedrooms, hotels, dorms. Printed - With state of the art digital printing technology. Items Printed on the front side only."
B00KBZQEAE,"Hanes Men's Nano Premium Cotton T-Shirt (Pack of 2), Deep Royal, Small",Hanes Men's Athletic Child Code,"Clothing, Shoes & Jewelry",Men,2014,37,13.8,4.5,true,"Perfect is a high bar, but the updated Perfect-T offers the comfort and style you want for everyday wear. Our men's t-shirts are available in a convenient 2-pack to maximize your options. Made with 100% cotton, these men's short sleeve shirts are cooling and breezy, made to take on any activity. Fit for every day, this men's t-shirt pack can be worn as a top layer or as an undershirt for easy, versatile style. Featuring set-in sleeves and a ribbed crewneck, these men's comfortable t-shirts keep their shape, wash after wash. Easily removable tearaway neck label adds comfort, giving you an itch-free experience. Hanes® undershirts are finished with double-needle stitching on the sleeves and hem. Throw these men's undershirts in the washer on cold water wash and tumble dry low for easy laundering."
B0C73CBMKT,"3-Color Led Track Lighting Heads H Type 10w Track Light Heads Ceiling Spotlight Fixtures White Track Lighting Heads for Accent Task Art, Flicker Free CRI90+ 6 Pack",be studied,Tools & Home Improvement,Lighting & Ceiling Fans,2023,11,69.99,4.4,true,"White Track Lighting Heads   LED track lighting heads LED track lighting heads are available in three color modes   This track lighting heads luminaire offers superior light output in a small, unobtrusive design. Developed for residential spaces and lower-mounted commercial applications. Parameters Wattage: 10W Voltage: 110V-277V CRI: ＞90 Luminous flux: 800lm Beam angle:36° Color temperature: 3000K 4000K 5300K Surface treatment: black painted High-quality track lighting heads"
B0936TTCL4,SWOMOG Womens Silk Satin Pajamas Loungewear Two-piece Sleepwear Button-Down Pj Set,SWOMOG,"Clothing, Shoes & Jewelry",Women,2019,19937,29.99,4.5,true,"For all you ladies who love nothing more than getting cosy after a long day, we’ve got the comfy (and cute) nightwear for you to do just that. Whether you’re after sexy nightwear for a night in with bra or sleepwear sets in on-trend prints, SWOMOG nightwear has all the styles you need for when your bed is calling. We’re loving silk satin styles to slip into after a bubble bath while shorts sets are perfect for warmer months.   Cozying up in a beautiful pajama set is one of the most favorite little luxuries—it is the easiest way to make even the simplest everyday moments a little more glamorous. Details   Satin pajama is the ultimate in comfort and luxury. Available in a wide variety of sizes and colors. This lightweight pajama set is soft, breathable and skin-friendly, help you have a sound sleep. Buyer Shows   Wearing pajamas has evolved over the years from exclusive sleepwear to loungewear while relaxing at home in the day time. It is now normal to find people wearing pajamas around the house while entertaining guests, answering the door, watching TV, walking down the garden, relaxing at the balcony. This is courtesy of the confidence and comfort that offered by pajamas and also due to the fact that pajamas are becoming more and more fashionable and attractive. Size Chart   Women Pajama Set Family Matching Pajamas Set Silk Satin Button Down Couples Matching Pajama Set Women Pajama Set Plus Size Men Pajama Set Men Robe Set Value 19.99-21.99 19.99-27.99 22.99-25.99 23.99-28.9"
B079C73NXT,"Ergodyne ProFlex 900 Impact Protection Work Gloves, Padded Palm, Half-Finger, Medium,Black",Ergodyne,Tools & Home Improvement,Safety & Security,2018,67,34.4,4.4,true,The Ergodyne ProFlex 900 Half-Finger Impact Gloves: Segmented AVC™ palm padding in key areas reduces shock and impact; half-finger design for maximum dexterity and control.
B08CGC63WH,Merrell Men's Trail Glove 6 Sneaker,Merrell,"Clothing, Shoes & Jewelry",Men,2020,792,104.99,4.1,true,"The 6th version of our famous minimalist shoe is designed to mimic the shape of the human foot, keeping it in the position it would be in without shoes. Version 6 features and improved fit and increased abrasion-resistance."
B0B3WVR4VQ,"QBLEEV Warm Dog Coat Reflective Dog Jacket, Waterproof Dog Winter Coat Turtleneck Dog Clothes for Cold Weather, Thick Fleece Dog Snowsuit Christmas Dog Vest Pet Apparel for Small Medium Large Dogs L",QBLEEV,Pet Supplies,Dogs,2022,2627,3.6,4.5,true,"Warm Dog Coat Reflective Dog Winter Jacket，Waterproof Windproof Dog Turtleneck Clothes for Cold Weather, Thicken Fleece Lining Pet Outfit QBLEEV Dog Cold Weather Coat, to keep fur babies warm and to let them be more comfortable and confident. The QBLEEV store is dedicated to pet products, including cats, dogs and parrots and other small pet animals.As a reliable seller, QBLEEV always do best to provide good quality products as well as excellent service to our customers.If you have any dissatisfaction or need any help , please let us know and we will try our best to solve it for you. ------------------------------------------------------------------------------------------------------------------------------------------------------------------   The neckline has been upgraded for the new color Classic Neckline: RED/BLUE/BLACK/PURPLEUpgraded Neckline: PINK CAMOUFLAGE/ROSE RED/ORANGE/GREENA zipper is added to the neckline of the upgraded colors, which can adjust the size of the neck, it's more friendly to some dogs with big chests. ------------------------------------------------------------------------------------------------------------------------------------------------------------------   Dog Winter Coat for Small Medium and Large Breed, Dog Cold Weather Vest Clothes with Harness Hole Warm Fleece Pet Jacket Cozy Dog Apparel Made of nylon cloth and cotton and lined with thick fleece，super soft and wears comfortable. High collar can be Sand-Up or put down, windproof，to keep p"
B07VY2XQ49,Propet Womens TravelActiv Avid Slip On Walking Walking Sneakers Shoes - Black,Propét,"Clothing, Shoes & Jewelry",Women,2019,365,59.96,4.2,true,"Open and airy precision knit mesh with stretch collar and fabric heel tab. Arch supporting high density Open Cell PU foam allows air to flow for a cooler, healthier footbed. The lightweight TravelTek™ outsole combines EVA and rubber for long lasting wear and a deep tread pattern for traction. Flexible, Removable footbed."
B07WC69B2M,Acorn Womens Mule Ragg Warm Slipper,Acorn,"Clothing, Shoes & Jewelry",Women,2017,517,35.54,4.4,true,"ACORN WOMENS MULE RAGG SLIPPERS Walk on clouds with Acorn’s classically comfy Mule Ragg Slipper. These hand-stitched slippers feature warm, ragg wool uppers and a soft berber lining to keep feet at their optimal temperature all year long. Acorn’s proprietary Cloud Contour design features a hybrid of long-lasting cushioning plus added arch support for superior stability. FEATURES: - Heritage ragg wool uppers - Premium, multilayer Cloud Cushion footbed delivers cloud-like comfort with every step - Barefoot-friendly thick berber lining - Durable rubber outsole with added traction - Indoor/outdoor use - Care: Machine wash cold; air dry - NEW easy on style - Moisture-wicking fleece linings - Durable real suede sidewall - Materials: Ragg wool blend upper with berber lining. Non-slip microsuede rand and outsole for indoor use. - Your Acorn purchase is protected by our One Year Limited Warranty Pamper yourself in luxurious ultra-soft berber. Relax and rejuvenate your soles with premium Cloud Cushion comfort. Acorn slippers are your perfect companion for your next après adventure WE TAKE EXTRA STEPS WITH EVERY SLIPPER Unlike most slipper manufacturers, we still individually handcraft our footwear on a last, a special foot mold, to ensure the best shape, and ultimately, the best fit. This process takes hours, and sometimes days, to complete. We use only premium materials and high-quality footbeds that we know will stand up to years of use. Are there easier and less expensive ways to bu"
B09WD4QYFM,"Motorcycle Covers Waterproof Outdoor Storage, 300D Oxford Heavy Duty Motorbike Cover, Motorcycle Rain Cover, Motorcycle Weather Cover XXL, Winter Motorcycle Cover (XXL: 90"" * 35"" * 50"")",seceles,Automotive,Motorcycle & Powersports,2022,222,31.99,4.5,true,"300D Heavy Duty Better Waterproof Made of 300D premium quality nylon oxford material that thicker and more waterproof than 210D material on the market, withstand up to 3600 Pa water pressure. Upgraded 7 Reflective Strips This motorcycle cover has 7 high-visibility reflective strips, 3 on the front, 2 on the side and 2 on the back. It makes it easier to find your motorcycle and is eye-catching in the dark. 2 Reinforced Lock Holes 2 lock holes design for front and back allow you to conveniently lock your motorcycle, do not worry about rust, metal-off, scratch and other issues. Double-stitched Elastic Band Reinforced double-stitched elastic band at bottom of cover, provide a good fit to your motorcycle.         Double-stitched Waterproof Strip Double-stitched seams and waterproof strip design make the cover better waterproof, no water seepage. Adjustable Durable Windproof Buckles Adjustable windproof buckles help to better fix and can keep the cover in place against wind or snow, prevent the cover from being blown away. Hang Up To Dry The top of the cover is equipped with 2 portable webbing, which is convenient to remove the cover and hang up to dry. Additional Separate Buckle Webbing It is fixed with anti-theft lock and the middle buckle of the cover at 3 points, which is suitable for strong wind environment. Motorcycle Cover Orange Cover for Motorcycle Silver Bike Cover Mobility Scooter Cover Water Weight Bag for Umbrella Add to Cart Add to Cart Add to Cart Add to Cart Add to "
B08F2Z6RJB,Razer DeathAdder V2 Gaming Mouse: 20K DPI Optical Sensor - Fastest Gaming Mouse Switch - Chroma RGB Lighting - 8 Programmable Buttons - Ergonomic Shape - Halo Infinite Edition,Razer,Video Games,PC,2021,14407,58.2,4.7,true,"With over 10 million Razer DeathAdders sold, the most celebrated and awarded gaming mouse in the world has earned its popularity through its exceptional ergonomic design. Perfectly suited for a palm grip, it also works well with claw and fingertip styles. The Razer DeathAdder V2 continues this legacy, retaining its signature shape while shedding more weight for quicker handling to improve your gameplay. Going beyond conventional office ergonomics, the optimized design also provides greater comfort for gaming—important for those long raids or when you’re grinding your rank on ladder."
B01CDGCQG4,"Hunter Fan Company 53118 Hunter 48"" Sea Wind Indoor/Outdoor Low Profile Ceiling Fan, Matte Black Finish",Hunter Fan Company,Tools & Home Improvement,Lighting & Ceiling Fans,2016,1419,157.01,4.7,true,"The Sea Wind nautical ceiling fan with mass appeal will fit flawlessly in your home's interior design. The beautiful, clean finish options work together with the high contrast of angles throughout the design to create a look that will keep your space looking inspired. The Sea Wind fan features 13-degree blade pitch optimized to ensure ideal air movement and peak performance. This reversible fan comes with reverse rotation fan blades that keep the rooms in your home feeling cool during summers and warm during winters. Ideal for use in rooms or spaces with ceilings 9' or greater."
B09KXCVYQ6,HERCULES Pre-Tied Loop Fly Fishing Leader 6 Pack with Tapered Leader Wallet,HERCULES,Sports & Outdoors,Hunting & Fishing,2022,428,6.99,4.6,true,"HERCULES fly fishing leaders are wrapped and marked by size within the assortment, making it easy to identify the correct fly tapered leader. 0X - Ideal for salmon leaders, steelhead; 1X - Ideal for bonefish leaders, redfish, permit; 2X - Ideal for large & small-mouth bass fly fishing; 3X - Ideal for bass fly leader & large trout; 4X - Ideal for fly fishing trout leader; 5X to 7X - Ideal for trout fly & panfish       Fly fishing leader loops HERCULES flyfishing leaders come with a perfection leader loops end to make it easy for you to attach to fly line with loop. Unwound easily with memory free Furled leader fly fishing unwound easily with very little memory after stretching. Tough & rugged Tough, rugged, and it made setup fly leaders trout that much quicker.       Handles turning fly fishing fies over like a gem, no tangle at all It performs well and has just the right amount of stiffness to ensure a good cast. Also, the mid-body and tapered tippet are firm yet supple, with a very good roll-over in the loops. Worked great for dries, streamers, and euro nymphing leader Allow to present the fly in the proper manner and have the fish strike. You will be impressed with the overall strength of the flex flyer leader. Supple but strong, and light indicator tippet ends Abrasion-resistant and works well around rocks in small streams, knot easily to fluoro and mono tippet.   HERCULES exclusive fly fishing leader wallet A perfect go-to fly leader wallet Dimensions: 4.7 x 4.7inch Handy"
B095J8HH5M,"Champion Men's T-Shirt, Crewneck Cotton Tee,Mid-Weight T-Shirt,Earth Logos (Reg. or Big & Tall)",Champion,"Clothing, Shoes & Jewelry",Men,2017,3895,18.25,4.6,true,"Here’s a go-to classic cotton tee from Champion®, with Champion® quality built into every detail. This classic crewneck T-shirt is made of traceable, US-grown, ringspun cotton, produced using 2 to 5 times less water while yielding an ultra-soft feel. And it’s constructed with a higher stitch count and reinforced shoulder seams for superb durability. The ribbed crewneck looks great and helps hold the shape, with tonal back neck tape for no-chafe comfort. Wear this basic cotton crewneck tee on its own or as a layer, and enjoy its quality for a long, long time."
B06WD8ZDCP,Scarecrow Classic Custom Fangs,Scarecrow,"Clothing, Shoes & Jewelry",Costumes & Accessories,2000,3255,17.99,4.3,true,"Scarecrow’s Classic Deluxe Custom Fangs provide a realistic look with a comfortable fit. The fangs are perfectly contoured to provide you with a vampiric look that does not limit your ability to speak. They are equipped with an all-inclusive kit, designed for on-the-spot application. It is reusable and comes with a carrying case. The fangs are perfectly contoured to provide you with a vampiric look that does not limit your ability to speak. How to use: Open capsules into mixing container provided and squirt four drops of liquid into the container. Mix with stirring stick until the solution thickens. Use the stick to scoop out the solution and apply to the inside of the fang. Place fang over canines, incisors or bottom teeth and wait five minutes. Repeat the previous step on the second fang, and wait 15 minutes to allow the mold to set. After molding, your fangs can be reused by simply snapping them back in! At Scarecrow, Our goal is to provide our customers with high-end, realistic, custom-fitting vampire fangs. Since 1993, our goal has never changed, provide a variety of high-quality vampire fangs to our customers. Scarecrow professional-grade fangs have been seen on high profile TV shows such as CSI, America’s Next Top Model, Dancing with the Stars, and Unbreakable Kimmy Schmidt. For ages 14 & up."
B0892S4L29,Cressi Shorty Men's Wetsuit for Water Activities in Warm Waters- Tortuga 2.5mm Premium Neoprene,Cressi,Sports & Outdoors,Sports,2020,53,62.95,4.4,true,"The Tortuga is a one-piece shorty constructed with 2.5mm double-lined neoprene. Donning and doffing are made easy with the back-zipper closure with pull tab leash. The suit seams are sewn for strength and durability. This suit is perfect for tropical waters, swimming, sailing, and snorkeling, diving and water sports in general while offering UV protection to covered areas. This suit offers great range of movement and incorporates an adjustable hook and loop fastener collar for maximum comfort."
B08X9FK4RB,"Kelty Low-Love Seat Camping Chair - Portable, Folding Chair for Festivals, Camping and Beach Days",Kelty,Sports & Outdoors,Outdoor Recreation,2021,1957,1.3,4.8,true,"About this item 600d Heavy Duty Polyester Imported Camping friendly cuddle couch: low base 13.5 inches off the ground; relaxed, slightly reclining design with room for two (plus the family dog). 42 inches of seating space on Cushioned, insulated, nearly indestructible 600D weight polyester fabric. The beach chair standard: you don’t have to be at the beach to enjoy, but if you are, the low loveseat is the perfect way to chill in the surf without getting wet. Sturdy and durable steel frame makes this chair an outdoor chilling staple. Insulated beverage holders: Each adjustable armrest includes an insulated beverage holder, with enough space left over for munchies, Marshmallows, or the drink on deck. Made to last: quality materials and thoughtful Kelty craftsmanship will keep your buns and back warm on cool nights for years to come. Steel framed construction, puppy-proof fabric, and a weight capacity of 500 lbs. Padded roll tote storage: no need to labor over lugging this thing around, the low loveseat folds neatly into the included roll tote and can be tossed over the shoulder for simple Transport at 15 lbs Total weight."
B003C5RKE4,"Precision Pet Products Two Door Provalue Wire Dog Crate, 30 Inch, For Pets 30-50 lbs",Precision Pet Products,Pet Supplies,Dogs,2005,4255,52.87,4.6,true,"The Precision Pet Products Two Door Provalue Wire Dog Crate is a reliable and durable option for crate training your medium dog. Made with standard-duty wire construction, this dog crate features a rust-resistant finish, making it suitable for occasional outdoor use. The 5-point locking system and 2 doors provide maximum security and easy access to your pet. The rounded corners eliminate sharp edges and prevent snagging, while the non-skid rubber feet protect your floors. Measuring 30"" x 19"" x 21"" and weighing 19.5 lbs, this collapsible dog crate is easy to store and transport. If in doubt, it is recommended to buy a size up. The crate is designed to grow with your dog, as it includes a durable, removable shatter-resistant pan that makes cleanup easier and a divider panel that allows you to adjust the spacious interior for a growing dog during housebreaking. This makes it a great option for crate training puppies. Crate and kennel training is essential for your dog's safety and comfort, and Petmate provides a variety of dog products to help with this, including traditional travel dog crates, wire training and exercise dog kennels, playpens, barn-style dog houses, and more. Petmate is committed to providing everyday essentials for pet parents and their furry friends, including litter box accessories, pet toys, cat cages, dog cages, gravity water/food bowls, pet beds, cat carriers, and more. With the Petmate Two Door Provalue Wire Dog Crate, you can provide your medium dog with"
B0842TJVCW,Propet Womens Colbie Slip On Casual Slippers Casual - Black,Propet,"Clothing, Shoes & Jewelry",Women,2020,222,24.29,4.0,true,"Suede upper with warm faux fur lining. Arch supporting high density open cell PU foam allows air to flow for a cooler, healthier footbed. PU outsole provides durability and traction for indoor and outdoor wear. Removable Footbed"
B09C8K67W6,"HANSGO 20PCS Honeycomb Sticks, 3 Inch Wooden Honey Dipper Mini Honey Dipper Sticks Honey Wand for Honey Jar Dispense Drizzle Honey Wedding Party Favors",HANSGO,Home & Kitchen,Kitchen & Dining,2019,2122,6.99,4.8,true,"About this item SUPER VALUE PACK - 20PCS mini wooden honey dippers, made from high-quality wood, non-toxic and food-grade, durable and reusable. PERFECT SIZE - Each honeycomb stick measures 3"" x 0.8"", suitable for the honey jar with capacity of 1 - 4 oz. EASY TO USE - With deep grooves on the top of honey wooden dipper, a large amount of honey can be dipped by rotating it. Then you could leisurely drizzle the honey onto your muffin, sandwich and waffle or in your water, tea and vegetable juice. VERSATILITY - Besides for honey, these honey sticks are also perfect drizzling tools for syrup, jam, molasses or any viscous liquid. Ideal as a gift for friends or co-workers. PLEASE NOTE - Hand-washing is recommended. Please keep sticks dry after washing to avoid going mouldy."
B07QF66C9Q,Stock Harbor Stainless Steel 30 Ounce (887 Milliliter) Double Wall Cocktail Shaker Vacuum Insulated Tumbler and Shaker Top; Powder Coated Black,S H STOCK HARBOR,Home & Kitchen,Kitchen & Dining,2019,220,19.95,4.3,true,"On The Rocks! Easy Clean Up Totally dishwasher safe. Laboratory tested for 1000's of cycles. All parts are safe and tested for the harshest of dishwashing cycles. Double Wall Vacuum Insulated Cocktail Shaker Set For a lifetime of entertaining When you purchase a new Stock Harbor Double Wall Vacuum Insulated Cocktail Shaker. You are investing in an excellent product that is built to endure a lifetime. Expertly crafted from the finest food grade stainless steel available and held to highest of quality standards. A genuine Stock Harbor insulated cocktail shaker is perfect for your own home bar/kitchen, or as a wedding, anniversary, birthday, father's day, mother's day, Christmas, or just as a special gift for a friend. Built For Life 100% 304 (18/10) food grade stainless steel means no rust..ever. Double wall vacuum insulated shaker top and shaker tumbler. Portable. Take it with you no matter your travels. Built in strainer and jigger. Included leak proof drinking lid. Read more The Perfect Gift or Present A genuine Stock Harbor insulated cocktail shaker is perfect for your own home bar/kitchen, or as a wedding gift, anniversary gift, birthday gift, father's day gift, mother's day gift, Christmas present, corporate promotional gift or just as a special gift for a friend. Read more More Than Just A Brand At Stock Harbor, our goal is very simple and straightforward. To provide our customers with a premium offering of products. We have learned from our many years of experience that"
B096VXXDKJ,Glamorise Women's Plus Size MagicLift Natural Shape Bra Wirefree #1210,Glamorise,"Clothing, Shoes & Jewelry",Women,2021,624,42.0,4.1,true,"The natural shape front-close bra takes everything you love about our bestselling design -- wire-free support, multiple closures for extra security, cush straps -- and give it a whole new look with softer-shaped cups and added side support."
B07Q7ZBZ4M,"RIKIMARU Braided Fishing Line Abrasion Resistant Superline Zero Stretch&Low Memory Extra Thin Diameter 327-1094 Yds, 4-180LB",RIKIMARU,Sports & Outdoors,Hunting & Fishing,2019,5276,1.3,4.4,true,"Established in 1991,Rikimaru fishing tackle Co.,Ltd is a private enterprise integrating r&d,design,production and sales.We have more than 28 years of history of fishing tackle manufacturing.And we contract with a lot of professional anglers all around the world.We have a strict quality control system. We have more than 1200 advanced braiding fishing line production equipment,the monthy production capcity can reach 60 million meters.We offer OEM service for many brands in Europe and America. Now we want to bring our high-quality products to more people, and we are committed to creating more perfect products for our consumers.Our products will make your fishing trip more wonderful.   1094Yds / 327Yds   Make Life More Wonderful Do you want to relax yourself in nature after busy work? Fresh air, green trees, cool breeze, lake, sunshine or the blue sea, the soft sand, the rolling waves,and all the beautiful things around you. And fishing will make your outdoor trips more enjoyable. You enjoy an interesting time and harvest a delicious food at the same time. Our rikimaru braided fishing line will make your fishing more wonderful. RIKIMARU Braided Fishing Line Basic information and features of our product Product Name: RIKIMARU braided fishing line abrasion resistant superline zero stretch&amp;low memory extra thin diameter 327-1094 Yds, 4-180LB Brand Name: RIKIMARU Material: PE Fiber Length: 327Yds/1094Yds Weight Capacity : 4LB-180LB Color: Moss Green / Dark Gray / Ocean Blue / Flu"
B0B17FS4ZW,"POWERTEC 70304 2-1/2” Dust Collection Fittings Network w/Reducer, Blast Gates, Pipes, 90-Degree Elbow Connector, Y-fittings, Mounting Brackets",POWERTEC,Tools & Home Improvement,Power & Hand Tools,2022,34,135.99,4.4,true,"Introducing the 2-1/2” Dust Collection Fittings Network by POWERTEC.This comprehensive set of fittings provides you with a quick, easy-to-install network of pipes, elbows, blast gates and other adaptive accessories to build the ultimate workshop dust collector set-up. The components fit directly into the specially designed fittings with a snug friction fit. No couplers required. The fittings kit comes complete with 3ft pipes, blast gates for clean and stable operation, and other woodworking dust extraction attachments. Y-fittings to help you design a main line or branched system to service your workshop dust collectors. Elbow Fittings are ideal for ductwork, changing direction or connecting to pipes from dust collectors to workshop machines. To accommodate the scale of your project, these components allow you to plan your workstation floor layout before installation.Premium Quality Build and DesignEach component is made with high quality, industrial strength plastic material – designed for long term durability and the wear and tear commonly associated with the abrasive nature of woodworking and dust collection. The clear plastic components allow you to see your work and spot potential areas of blockage.Included Dust Collection Fittings:(5) dust collection blast gates(1) dust collection reducer(4) 3ft clear pipes(4) y-connector dust fittings(1) 90-degree elbow(10) U bracket clamp hangers(20) screw pans(20) wall plugsPOWERTEC is a leading manufacturer of high quality wood work "
B09ZBM2MLY,"SAMSUNG Full Motion Slim TV Wall Mount, Fits 55”- 65” TVs, Minimizes TV-to-Wall Gap, Adjustable Left and Right, Tilt and Swivel, VESA 200x200-300x200, Black (WMN-B05FB/ZA, 2022 Model)",SAMSUNG,Electronics,Television & Video,2022,240,124.46,4.3,true,The Full Motion Slim Wall Mount minimizes the space between your TV and the wall so your TV looks good from every corner of the room.* You can adjust your TV left and right and even tilt it forward to bring the screen closer to you.** *Only available with compatible models. Please see the specification for a list of compatible models. It is necessary to secure at least 19.5mm distance between the wall and the TV. Actual distance between the wall and TV may vary depending on the wall type and installation method. **The range of tilting and swiveling of the Full Motion Slim Wall Mount vary by model. Please refer to the specifications for details. Compatible with the S95B TV model.
B0BK86535M,"YSCare 24 Pack Scratch Arts and Crafts Notebooks, Rainbow Scratch Arts Paper with 24 Wooden Stylus and 4 Drawing Stencils, Christmas DIY Arts and Crafts for Kids Birthday Party Favors Game Gift",YSCare,Toys & Games,Arts & Crafts,2022,153,1.8,4.7,true,"Rainbow Scratch Art Rainbow Scratch Paper Can Be Used As A Scratch Art For Kids To Enjoy Quality Time With Family, Or As A Stress-Relieving Scratch Art Gift For Friends, Which Is Versatile       Super High-Quality Paper: We Use High Quality Paper, Dazzling Background Color Can Show Gorgeous Effect, Using Spiral Design Style, Can Effectively Avoid The Loss Of Paper Too Scattered, Can Be Well Stored And Checked At Any Time Rich Pattern: The Rainbow Scratch Paper Kit Also Includes 4 Drawing Templates Which Contain A Variety Of Shapes To Help Children Develop Ideas Multiple use: Clever Use Of The Tip And Tip Of The Pen, Can Create Unexpected Surprises, Become A Small Artist   YSCare 24p Scratch Arts and Crafts Notebooks Yscare 8 Pack Jumbo Squishies Cat Yscare 24P Squishies Keychain Add to Cart See Details Add to Cart Customer Reviews 4.7 out of 5 stars 153 4.3 out of 5 stars 69 4.6 out of 5 stars 117 Price $17.99$17.99 — $14.99$14.99 Pack 24 8 24 Size 3.9 x 5.5 '' 3.74 x 3.54'' 2.13 x 2.13''-2 x 2.75''-1.6 x 3.03''"
B08QGM47L2,Binami 2 Pcs Evil Eye 7 Knot Lucky Bracelets Adjustable String Matching Friendship Gift for Women Men,Binami,"Clothing, Shoes & Jewelry",Women,2020,183,5.99,4.0,true,"Meaningful Gift for Him/Her Ideal for Birthday, Graduation, Christmas, Anniversary, Valentine's Day, Thanksgiving Day and so on. Binami Evil Eye 7 Knot Lucky Bracelets Adjustable String Matching Friendship Gift The 7 Knot evil eye bracelet is an amulet, representing luck, fortune, protection and prosperity.       For Friend For Couple For Family Sister Bracelets Adjustable Matching Heart 2 Pcs Mother Daughter Matching Bracelets Mommy and Me Evil Eye Lucky Necklace Turkish Blue Eye 2 Pcs Magnetic Couples Bracelets Morse Code Bracelet Keep Going Gift ✓ ✓ ✓ ✓ ✓"
